resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,fastestLapTime_seg,year,round,circuitId,name,date,time_race,url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,driverRef,number_driver,code,forename,surname,dob,nationality,url_driver,constructorRef,name_constructor,nationality_constructor,url_constructor,circuitRef,name_circuit,location,country,lat,lng,alt,url_circuit,status,url_season,position_quali,q1_seg,q2_seg,q3_seg,points_standing,position_standing,wins,points_sprint,position_sprint,points_constructor_standing,position_constructor_standing,wins_constructor_standing,points_constructor_result
14242,579,294,3,21.0,18,7.0,7,7,0.0,27,,,,,,,12,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,brise,,,Tony,Brise,1952-03-28,British,http://en.wikipedia.org/wiki/Tony_Brise,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,+2 Laps,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,17.0,0.0,,,0.0,10.0,0.0,0.0
14243,579,187,63,18.0,6,8.0,8,8,0.0,26,,,,,,,13,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,watson,,,John,Watson,1946-05-04,British,http://en.wikipedia.org/wiki/John_Watson_(racing_driver),surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,+3 Laps,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,18.0,0.0,,,0.0,13.0,0.0,0.0
14244,579,223,6,11.0,2,,N,9,0.0,25,,,,,,,62,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,regazzoni,,,Clay,Regazzoni,1939-09-05,Swiss,http://en.wikipedia.org/wiki/Clay_Regazzoni,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Not classified,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,6.0,8.0,0.0,,,8.0,4.0,0.0,0.0
14245,579,243,26,22.0,9,,R,10,0.0,25,,,,,,,3,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,stommelen,,,Rolf,Stommelen,1943-07-11,German,http://en.wikipedia.org/wiki/Rolf_Stommelen,lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Accident,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,15.0,0.0,,,0.0,14.0,0.0,0.0
14246,579,250,34,8.0,14,,R,11,0.0,25,,,,,,,3,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,pace,,,Carlos,Pace,1944-10-06,Brazilian,http://en.wikipedia.org/wiki/Carlos_Pace,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Accident,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,12.0,2.0,1.0,,,21.0,1.0,1.0,2.0
14247,579,252,202,16.0,8,,R,12,0.0,23,,,,,,,3,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,pryce,,,Tom,Pryce,1949-06-11,British,http://en.wikipedia.org/wiki/Tom_Pryce,shadow-ford,Shadow-Ford,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Accident,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,19.0,0.0,,,1.5,7.0,0.0,1.5
14248,579,238,32,5.0,12,,R,13,0.0,23,,,,,,,22,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,peterson,,,Ronnie,Peterson,1944-02-14,Swedish,http://en.wikipedia.org/wiki/Ronnie_Peterson,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Suspension,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,21.0,0.0,,,3.0,6.0,0.0,3.0
14249,579,295,57,31.0,19,,R,14,0.0,20,,,,,,,7,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,wunderink,,,Roelof,Wunderink,1948-12-12,Dutch,http://en.wikipedia.org/wiki/Roelof_Wunderink,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Transmission,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,28.0,0.0,,,0.0,17.0,0.0,0.0
14250,579,296,26,23.0,22,,N,15,0.0,18,,,,,,,62,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,migault,,,François,Migault,1944-12-04,French,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Migault,lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Not classified,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,29.0,0.0,,,0.0,14.0,0.0,0.0
14251,579,207,73,27.0,4,,R,16,0.0,16,,,,,,,22,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,mario_andretti,,,Mario,Andretti,1940-02-28,American,http://en.wikipedia.org/wiki/Mario_Andretti,parnelli,Parnelli,American,http://en.wikipedia.org/wiki/Parnelli,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Suspension,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,16.0,0.0,,,0.0,11.0,0.0,0.0
14252,579,276,66,14.0,23,,R,17,0.0,7,,,,,,,69,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,evans,,,Bob,Evans,1947-06-11,British,http://en.wikipedia.org/wiki/Bob_Evans_(race_driver),brm,BRM,British,http://en.wikipedia.org/wiki/BRM,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Fuel system,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,27.0,0.0,,,0.0,16.0,0.0,0.0
14253,579,231,64,24.0,3,,R,18,0.0,6,,,,,,,3,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,hunt,,,James,Hunt,1947-08-29,British,http://en.wikipedia.org/wiki/James_Hunt,hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Accident,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,7.0,6.0,0.0,,,7.0,5.0,0.0,0.0
14254,579,222,25,3.0,13,,R,19,0.0,3,,,,,,,5,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,scheckter,,,Jody,Scheckter,1950-01-29,South African,http://en.wikipedia.org/wiki/Jody_Scheckter,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Engine,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,9.0,5.0,1.0,,,11.0,3.0,1.0,0.0
14255,579,288,67,28.0,17,,R,20,0.0,3,,,,,,,3,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,donohue,,,Mark,Donohue,1937-03-18,American,http://en.wikipedia.org/wiki/Mark_Donohue,penske,Penske,American,http://en.wikipedia.org/wiki/Penske_Racing,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Accident,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,14.0,0.0,,,0.0,9.0,0.0,0.0
14256,579,178,64,25.0,20,,R,21,0.0,3,,,,,,,3,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,jones,,,Alan,Jones,1946-11-02,Australian,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1),hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Accident,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,33.0,0.0,,,7.0,5.0,0.0,0.0
14257,579,221,25,4.0,7,,R,22,0.0,1,,,,,,,3,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,depailler,,,Patrick,Depailler,1944-08-09,French,http://en.wikipedia.org/wiki/Patrick_Depailler,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Accident,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,6.0,7.0,0.0,,,11.0,3.0,1.0,0.0
14258,579,290,56,30.0,21,,R,23,0.0,1,,,,,,,54,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,wilson_fittipaldi,,,Wilson,Fittipaldi,1943-12-25,Brazilian,http://en.wikipedia.org/wiki/Wilson_Fittipaldi,fittipaldi,Fittipaldi,Brazilian,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Withdrew,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,24.0,0.0,,,0.0,15.0,0.0,0.0
14259,579,232,3,20.0,25,,R,24,0.0,1,,,,,,,54,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,merzario,,,Arturo,Merzario,1943-03-11,Italian,http://en.wikipedia.org/wiki/Arturo_Merzario,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Withdrew,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,30.0,0.0,,,0.0,10.0,0.0,0.0
14260,579,182,6,12.0,1,,R,25,0.0,0,,,,,,,3,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,lauda,,,Niki,Lauda,1949-02-22,Austrian,http://en.wikipedia.org/wiki/Niki_Lauda,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Accident,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,5.0,9.0,0.0,,,8.0,4.0,0.0,0.0
14261,579,224,1,1.0,26,,W,26,0.0,0,,,,,,,54,,1975,4,49,Spanish Grand Prix,1975-04-27,,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,,,,,,,emerson_fittipaldi,,,Emerson,Fittipaldi,1946-12-12,Brazilian,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Withdrew,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,15.0,1.0,1.0,,,20.5,2.0,2.0,4.5
14262,580,182,6,12.0,1,1.0,1,1,9.0,75,2:01:21.31,7281310.0,,,,,1,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,lauda,,,Niki,Lauda,1949-02-22,Austrian,http://en.wikipedia.org/wiki/Niki_Lauda,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Finished,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,14.0,3.0,1.0,,,17.0,3.0,1.0,9.0
14263,580,224,1,1.0,9,2.0,2,2,6.0,75,+2.78,7284090.0,,,,,1,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,emerson_fittipaldi,,,Emerson,Fittipaldi,1946-12-12,Brazilian,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Finished,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,21.0,1.0,1.0,,,26.5,1.0,2.0,6.0
14264,580,250,34,8.0,8,3.0,3,3,4.0,75,+17.81,7299120.0,,,,,1,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,pace,,,Carlos,Pace,1944-10-06,Brazilian,http://en.wikipedia.org/wiki/Carlos_Pace,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Finished,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,16.0,2.0,1.0,,,25.0,2.0,1.0,4.0
14265,580,238,32,5.0,4,4.0,4,4,3.0,75,+38.45,7319760.0,,,,,1,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,peterson,,,Ronnie,Peterson,1944-02-14,Swedish,http://en.wikipedia.org/wiki/Ronnie_Peterson,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Finished,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,3.0,11.0,0.0,,,6.0,6.0,0.0,3.0
14266,580,221,25,4.0,12,5.0,5,5,2.0,75,+40.86,7322170.0,,,,,1,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,depailler,,,Patrick,Depailler,1944-08-09,French,http://en.wikipedia.org/wiki/Patrick_Depailler,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Finished,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,8.0,7.0,0.0,,,13.0,4.0,1.0,2.0
14267,580,200,1,2.0,15,6.0,6,6,1.0,75,+42.07,7323380.0,,,,,1,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,mass,,,Jochen,Mass,1946-09-30,German,http://en.wikipedia.org/wiki/Jochen_Mass,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Finished,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,10.5,5.0,1.0,,,26.5,1.0,2.0,6.0
14268,580,222,25,3.0,7,7.0,7,7,0.0,74,,,,,,,11,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,scheckter,,,Jody,Scheckter,1950-01-29,South African,http://en.wikipedia.org/wiki/Jody_Scheckter,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,+1 Lap,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,9.0,6.0,1.0,,,13.0,4.0,1.0,2.0
14269,580,235,32,6.0,14,8.0,8,8,0.0,74,,,,,,,11,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,ickx,,,Jacky,Ickx,1945-01-01,Belgian,http://en.wikipedia.org/wiki/Jacky_Ickx,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,+1 Lap,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,3.0,10.0,0.0,,,6.0,6.0,0.0,3.0
14270,580,199,34,7.0,10,9.0,9,9,0.0,73,,,,,,,12,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,reutemann,,,Carlos,Reutemann,1942-04-12,Argentine,http://en.wikipedia.org/wiki/Carlos_Reutemann,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,+2 Laps,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,12.0,4.0,0.0,,,25.0,2.0,1.0,4.0
14271,580,288,67,28.0,16,,R,10,0.0,66,,,,,,,3,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,donohue,,,Mark,Donohue,1937-03-18,American,http://en.wikipedia.org/wiki/Mark_Donohue,penske,Penske,American,http://en.wikipedia.org/wiki/Penske_Racing,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Accident,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,15.0,0.0,,,0.0,9.0,0.0,0.0
14272,580,231,64,24.0,11,,R,11,0.0,63,,,,,,,3,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,hunt,,,James,Hunt,1947-08-29,British,http://en.wikipedia.org/wiki/James_Hunt,hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Accident,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,7.0,8.0,0.0,,,7.0,5.0,0.0,0.0
14273,580,178,64,26.0,18,,R,12,0.0,61,,,,,,,36,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,jones,,,Alan,Jones,1946-11-02,Australian,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1),hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Wheel,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,28.0,0.0,,,7.0,5.0,0.0,0.0
14274,580,230,37,9.0,5,,R,13,0.0,48,,,,,,,3,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,brambilla,,,Vittorio,Brambilla,1937-11-11,Italian,http://en.wikipedia.org/wiki/Vittorio_Brambilla,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Accident,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,1.0,13.0,0.0,,,1.0,8.0,0.0,0.0
14275,580,252,202,16.0,2,,R,14,0.0,39,,,,,,,3,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,pryce,,,Tom,Pryce,1949-06-11,British,http://en.wikipedia.org/wiki/Tom_Pryce,shadow-ford,Shadow-Ford,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Accident,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,20.0,0.0,,,1.5,7.0,0.0,0.0
14276,580,223,6,11.0,17,,R,15,0.0,36,,,,,,,3,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,regazzoni,,,Clay,Regazzoni,1939-09-05,Swiss,http://en.wikipedia.org/wiki/Clay_Regazzoni,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Accident,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,6.0,9.0,0.0,,,17.0,3.0,1.0,9.0
14277,580,187,63,18.0,6,,R,16,0.0,36,,,,,,,20,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,watson,,,John,Watson,1946-05-04,British,http://en.wikipedia.org/wiki/John_Watson_(racing_driver),surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Spun off,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,19.0,0.0,,,0.0,13.0,0.0,0.0
14278,580,207,73,27.0,13,,R,17,0.0,9,,,,,,,44,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,mario_andretti,,,Mario,Andretti,1940-02-28,American,http://en.wikipedia.org/wiki/Mario_Andretti,parnelli,Parnelli,American,http://en.wikipedia.org/wiki/Parnelli,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Oil leak,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,17.0,0.0,,,0.0,11.0,0.0,0.0
14279,580,197,202,17.0,3,,R,18,0.0,0,,,,,,,3,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,jarier,,,Jean-Pierre,Jarier,1946-07-10,French,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier,shadow-ford,Shadow-Ford,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Accident,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,1.5,12.0,0.0,,,1.5,7.0,0.0,0.0
14280,580,172,3,21.0,0,,F,19,0.0,0,,,,,,,81,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,laffite,,,Jacques,Laffite,1943-11-21,French,http://en.wikipedia.org/wiki/Jacques_Laffite,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Did not qualify,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,22.0,0.0,,,0.0,10.0,0.0,0.0
14281,580,232,3,20.0,0,,F,20,0.0,0,,,,,,,81,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,merzario,,,Arturo,Merzario,1943-03-11,Italian,http://en.wikipedia.org/wiki/Arturo_Merzario,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Did not qualify,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,31.0,0.0,,,0.0,10.0,0.0,0.0
14282,580,289,75,23.0,0,,F,21,0.0,0,,,,,,,81,,1975,5,6,Monaco Grand Prix,1975-05-11,,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,,,,,,,hill,,,Graham,Hill,1929-02-15,British,http://en.wikipedia.org/wiki/Graham_Hill,hill,Embassy Hill,British,http://en.wikipedia.org/wiki/Hill_(constructor),monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Did not qualify,http://en.wikipedia.org/wiki/1975_Formula_One_season,,,,,0.0,21.0,0.0,,,0.0,12.0,0.0,0.0
